X1,X2,X3,class
0.1749027093115263,8.915732671802584,2.848611674739183,1.0
1.123120253927098,1.4189715484829712,4.449590767121849,0.0
4.601012281962715,5.927444089753724,3.367138574290812,1.0
1.8712777283052473,4.088352132767106,1.3210203994591607,1.0
6.550663483734725,5.88787915812131,5.749835871510092,1.0
3.8057243869694113,4.016406919272847,6.793248321388418,1.0
7.887842182981357,0.3742705562434445,6.136303874864168,0.0
0.9006696587638663,6.9283833212489485,6.79914691937932,0.0
3.701990506946695,9.62847380415031,5.792453401503394,1.0
4.66770986739871,0.007973040569280165,6.894078317568418,0.0
7.125350438591819,6.067623733601027,9.264271239672949,0.0
3.3770121170462386,0.1553175440855492,8.309803806057895,0.0
3.5017046646380354,4.846800067131612,5.739320788235394,1.0
0.6666673861374961,3.6109530809897805,0.3984569310124453,1.0
7.990943026578093,8.065001059380828,2.6874389169465385,1.0
1.1479585648509816,0.28767325522239817,2.79021689769102,0.0
4.1441444089796775,9.168930053159855,2.79314881649118,0.0
1.85338655789145,1.2641352797769145,1.5587814262589017,0.0
5.59589952847043,9.94482794551525,7.241088978456394,1.0
3.2059358307406036,4.079405272674936,3.2858659203156346,0.0
3.4947569076220786,4.6781611809916654,6.444939665697465,1.0
0.36715726648133273,6.409135466270991,6.830312846768564,0.0
7.064952793590288,3.840704205349681,6.870011299258093,1.0
2.3756257962095964,2.274290870826432,3.6304151302171226,0.0
6.329647850274523,9.733375037724334,4.720854566650611,1.0
6.54883054797767,1.449063362743206,8.953731242475234,0.0
8.175748802007071,2.3216123148463996,3.3641143186840883,1.0
5.262089934922299,0.02284185279189832,4.96613427357481,0.0
9.63416946726306,7.425868095535461,3.7785259996198906,1.0
3.6289953644281625,1.0543877746756292,3.2679942650851643,0.0
5.132308838923995,7.448078022935362,4.88654039597825,0.0
1.0801677488560124,4.133811400318353,0.36857020805610263,1.0
9.132015188553815,8.471684081809123,3.743661124912121,0.0
3.7863369880196975,2.715974603321537,9.683553350980409,0.0
5.5034846658443834,7.693205762478104,5.051559959053515,1.0
2.8231754843734205,4.4110113045474675,3.2468302873188124,0.0
6.485953275423483,5.199601007691996,4.391549986984632,1.0
2.8294876099118094,2.7968048650608757,7.37246556998975,0.0
5.864911403939743,9.88173867534824,6.639183514969524,1.0
1.115490271084707,4.80243840937163,3.9496849622107977,1.0
9.106156567412917,2.257265243390456,9.099720953439727,0.0
1.9480763362267195,3.9910848300846737,0.15922830409413113,0.0
9.905932348491165,4.309407646093816,0.33112625282865293,1.0
2.694844219400163,2.719362764685406,7.633888269112685,0.0
8.145263687448324,8.069684689527016,2.6553936625095584,0.0
3.582912569606088,0.024486022869747437,1.6839622349718886,1.0
5.396670401742082,6.244599213118642,9.098190622539555,1.0
6.044319390368057,0.9114904635460952,5.991035234198479,0.0
3.0774934082131833,6.816065791081982,4.78925708126968,1.0
3.696475758740144,2.695576791276204,0.42173865476959893,0.0
5.02697025444661,4.363593022205466,1.6695360590564945,1.0
0.9904771988580818,2.971356447345739,4.641360454869177,0.0
6.8517511693943405,6.777916547581528,8.643497347361853,1.0
0.30811901078877324,3.214906209325361,4.938265889813085,0.0
9.988479227874809,8.213629895416116,8.006661010596265,1.0
1.3142381405984738,6.498519916987362,3.647785872914185,0.0
4.417887006823452,8.58341815551231,3.3682363576292995,0.0
2.5618855840337007,5.146971500138164,4.455657141430328,0.0
7.3274929927556185,6.957053939896274,1.7744954616386988,0.0
2.2324091555664816,1.1571308529674829,4.437628149341459,0.0
8.585638081058306,4.0617919768956,6.200069372352922,1.0
