X1,X2,class
0.36259433713470035,0.08936140940581616,1.0
0.9392875030372786,0.9762837751291712,0.0
0.8816894073556285,0.8225868548038224,1.0
0.936280280221188,0.6948446382186477,0.0
0.03764742926208542,0.9429382327321999,0.0
0.9018090086518663,0.938033263468575,1.0
0.9502361291136779,0.6948701768227172,0.0
0.6827471563504194,0.48907821816572306,0.0
0.11879373590369857,0.5309961730022654,1.0
0.9783510588332514,0.683176326730763,0.0
0.11641677227874347,0.790757946280105,1.0
0.40348582288219326,0.9175405484138716,1.0
0.4449184176655582,0.09371879614751044,1.0
0.11183693838618725,0.7819024180983221,1.0
0.9224476060160012,0.792001100704004,1.0
0.11131080111743819,0.9598191051196865,1.0
0.28427505666466635,0.6345619206089038,0.0
0.06024201353979841,0.006584462574142802,0.0
0.11542067196246597,0.39602929835973666,1.0
0.11463620676378883,0.36283481320716593,1.0
0.0738922221563757,0.363477910857701,1.0
0.14267171950631186,0.8089398096371934,1.0
0.09588194090140523,0.7339065149257358,1.0
0.8285662783722679,0.05279878682870631,1.0
0.308969492898031,0.3558328265517975,0.0
0.7391967866925482,0.7588183397049575,0.0
0.4925568221114983,0.800944000155028,1.0
0.38515563975794487,0.328589091233526,0.0
0.8926030523598506,0.8767697161380477,1.0
0.5424326052620352,0.20472493711472284,0.0
0.5970947099845656,0.49838280100269694,0.0
0.44114478142472513,0.6601661746651529,0.0
0.2014806322350996,0.4450671426816306,1.0
0.5582911115800315,0.7631083053145438,1.0
0.3217394164337307,0.7227206184182995,1.0
0.3020494405762939,0.8625643987772618,1.0
0.8388187218530107,0.8924736826849547,1.0
0.07423408711158541,0.41850646679430203,1.0
0.5770411252203029,0.5969992863454232,0.0
0.316055531228409,0.9264245106709953,1.0
0.6371944582962555,0.1988719867988663,0.0
0.35639084888667616,0.5607768922593867,0.0
0.22518351647468626,0.6217967348741414,0.0
0.8671928569522971,0.8512175184012812,1.0
0.9331748990128487,0.8337226978447279,0.0
0.1127976889182436,0.14012230877793164,1.0
0.010201755613661989,0.5387711327826186,1.0
0.1951553950621303,0.3537362411051963,1.0
0.598673260748353,0.52023521450617,0.0
0.7782489587627446,0.11874957398210706,1.0
0.9223819080117736,0.6446954825533999,1.0
0.9018724625907555,0.28026839604398357,1.0
0.7687514609229864,0.011179642737114026,1.0
0.8067134444353385,0.6405241709149775,0.0
0.09204333787604113,0.6283542788248743,0.0
0.03287015180764419,0.31372817740659376,1.0
0.38162033397370276,0.7366838590093966,1.0
0.17999313689338803,0.7858204089131897,1.0
0.7982725083375067,0.025819588425591844,1.0
0.03460152503727332,0.8032860314852537,0.0
0.480447863311239,0.7824600504082166,1.0
0.755185308611056,0.367040965871836,0.0
0.17806882505512323,0.7028466684959408,1.0
0.5284038226595129,0.49356342089206506,0.0
0.1581950849016054,0.6188967881509813,0.0
0.022791641023592213,0.9279437731108829,0.0
0.7253077548647593,0.5263080513441526,0.0
0.134088415462572,0.4217326686283387,1.0
0.6705571073418434,0.40465246446322856,0.0
0.21571588292581667,0.6802257164822021,1.0
0.865859871573691,0.9463740532251833,1.0
0.47517912735627277,0.9271773453992009,1.0
0.444580203920671,0.1595052786822213,0.0
0.6040007029425666,0.15451770154229383,0.0
0.30700010422078805,0.8673004568156065,1.0
0.9056660991486428,0.3726205569638691,1.0
0.507874211585931,0.34258508711090074,0.0
0.7353641474698696,0.9651112227609584,0.0
0.9228039410342466,0.12672050399263635,0.0
0.7024795185535192,0.6765617978592015,1.0
0.3739635925493545,0.7382833271766818,1.0
0.2559016601751567,0.04361848884795483,0.0
0.049743547632764895,0.5228140116652524,1.0
0.4779161159095838,0.2311614935719335,0.0
0.4867291854454786,0.3225052747048518,0.0
0.9480177930378787,0.5403626310359779,0.0
0.11739593658121705,0.6915223410085773,1.0
0.08624425632033672,0.17394646216067,1.0
0.5753009344938621,0.7113433389614635,1.0
0.41144450790986453,0.7009158431912339,1.0
0.9791084357188993,0.5436659640697189,0.0
0.7095132300110103,0.9126247612532252,0.0
0.7527848544510615,0.6095460335017492,0.0
0.31885376906518115,0.5318261276413928,0.0
0.7399332838529267,0.021518339139052656,0.0
0.7239643266003363,0.14987976584983054,0.0
0.07659469258178653,0.8906716216177363,1.0
0.7432041697376143,0.02832709574691794,0.0
0.7336425975798263,0.8871217748046318,0.0
0.7908813754581971,0.7614056515658636,0.0
0.3828657209932146,0.7506252482231196,1.0
0.17643841181391573,0.03852972409475253,0.0
0.5389826573039667,0.15023816609905638,0.0
0.6685424368401975,0.027289690804209288,0.0
0.7765937676212585,0.18815429944858808,0.0
0.22383338820087906,0.5301327033791511,1.0
0.13790418079577316,0.849528014341457,1.0
0.7797367421719016,0.336171532196719,0.0
0.41249358205908926,0.36186474449712036,0.0
0.4595155909650691,0.6551188090140095,0.0
0.7959265134537508,0.27381814414935934,0.0
0.5297237598417639,0.6051463852886632,0.0
0.8824864080219954,0.25960383366430484,0.0
0.5719658116960301,0.5660755132188401,0.0
0.9501072314742169,0.1394978965984579,0.0
0.09278956054958187,0.20460287540416122,1.0
0.5593242883950019,0.41721157836794476,0.0
0.9179339963239167,0.7999445664747721,1.0
0.41932949580755174,0.020446029828830814,1.0
0.9927753092294158,0.005041737476521035,1.0
0.803339828995609,0.5338095226298127,0.0
0.6216873627029774,0.8147925070183148,1.0
0.7218016686666326,0.6912145824379695,0.0
0.589735283783344,0.90263299934184,1.0
0.2878729460625785,0.9291353114007606,1.0
0.6830506377613172,0.15486395301087919,0.0
0.44925084075149246,0.5127139971163731,0.0
0.04861863771449215,0.6890141260505128,1.0
0.11471503378059333,0.588836203155782,1.0
0.06755910766104734,0.855560388324026,1.0
0.2382551517699233,0.306160704779322,0.0
0.4890381801543796,0.05721291488447866,1.0
0.572867673561777,0.9656894487880305,1.0
0.8443024873258917,0.9360814122266496,1.0
0.39083859186613024,0.6735642899361692,1.0
0.21754038909411944,0.21593119980524977,1.0
0.7022795497890622,0.6218730082332208,0.0
0.5671574521180136,0.9389525190408803,1.0
0.5123345944672264,0.4648388133432738,0.0
0.12605988400646406,0.8029692527448997,1.0
0.9543144093697636,0.6805291894873604,0.0
0.8306356644200897,0.9164857120597557,1.0
0.9042920267397748,0.7889091108995374,1.0
0.4147703633518206,0.4319664861563963,0.0
0.4289680221858393,0.24773252580943617,0.0
0.3841638450757541,0.1973093410169905,0.0
0.14149439244522455,0.5481064159238916,1.0
0.11593539982178425,0.705145194922579,1.0
0.5616266128113084,0.9981590137717761,1.0
0.4136985489055842,0.20706793295273107,0.0
0.5910684603710078,0.7790467643992888,1.0
0.9772167216986419,0.4310945214573697,1.0
0.7729281803015138,0.8775894360970451,0.0
0.056282441436862674,0.008711398874391318,0.0
0.4651580207758651,0.8166362677695135,1.0
0.22691408772173915,0.6960216612000684,1.0
0.7146163546303211,0.6568595051416686,0.0
0.15826420389240847,0.6395161949935083,0.0
0.41267236442013566,0.8588353356638537,1.0
0.7572385097808243,0.41794609414895456,0.0
0.6277340278268919,0.4044512552667223,0.0
0.8145422727456385,0.16641718385930349,0.0
0.5281338100979664,0.4554162401263544,0.0
0.14578073363531519,0.45410840411236575,1.0
0.9606449041390396,0.7444176484569806,0.0
0.1319819648914783,0.7600765485874942,1.0
0.26426191745878613,0.6115095811049085,0.0
0.609709768367942,0.32708949480583593,0.0
0.005839313049195716,0.158572129220778,1.0
