X1,X2,class
0.9038903608888063,0.9413687562875632,1.0
0.6096456249763581,0.32726475757363993,0.0
0.7230680732620085,0.9864052358421084,0.0
0.9797748600671675,0.18235023254440152,0.0
0.39063795064255014,0.9020334523841932,1.0
0.7897953440135543,0.5063921881561472,0.0
0.42440555245561806,0.7175532207987032,1.0
0.08167896443620193,0.4412346567475034,1.0
0.06363017580145836,0.8703368139503129,1.0
0.641832868484557,0.3106080850340375,0.0
0.4130735313425309,0.8597899178003531,1.0
0.44548919788972197,0.8054144560821485,1.0
0.5411597171558518,0.013710676037910208,0.0
0.006262882218918575,0.5873894201778141,1.0
0.45619320561011445,0.37881978715002507,0.0
0.7221121532138512,0.4317585361914046,0.0
0.46506595975495124,0.011738461570336978,1.0
0.7402148988500162,0.7373640203198276,0.0
0.8369981861455411,0.5206214355820032,1.0
0.5246378941853973,0.5562262847027493,0.0
0.21425356368274118,0.23091587987558182,1.0
0.6459520796614536,0.44994387977893135,0.0
0.8806245047258693,0.6398810047432238,1.0
0.7996217133095341,0.22847064016274643,0.0
0.09814746782519923,0.22966854687570293,1.0
0.15637880515010127,0.26786776781430865,1.0
0.9023018828197987,0.7618349298274072,1.0
0.08012310969066838,0.7665977393667324,1.0
0.3888367453792181,0.04916609694264806,1.0
0.5203936928121692,0.04456883259798483,1.0
0.4521474826869225,0.5628966264136395,0.0
0.867807229100968,0.7434265351556091,1.0
0.5745866626642366,0.5808803405416244,0.0
0.10730546542540176,0.6626910678779259,0.0
0.17139794518728735,0.6551181938224756,0.0
0.12009923564467762,0.14034460886490552,1.0
0.9091984078936101,0.5813222531273419,1.0
0.06415285632085788,0.11525754693822388,0.0
0.21863704940064166,0.7641680501050528,1.0
0.5280805497464972,0.9562459356998132,1.0
0.6743208283819377,0.42734389288228625,0.0
0.25865627961433935,0.3676669591831515,0.0
0.7996372256083547,0.8808731447894572,0.0
0.2573176934517283,0.7318527752593288,1.0
0.3679162935453736,0.8418419962770084,1.0
0.9574324760063347,0.9299691835341349,0.0
0.10564076285027457,0.6636681024798876,0.0
0.36819926314461293,0.8796040845496529,1.0
0.13989344962440187,0.9011627541740278,1.0
0.23701839246184242,0.3964956197311348,0.0
0.5213025754996677,0.9367456331260158,1.0
0.19464262397182985,0.153549114393563,1.0
0.6886223276760447,0.9193617623719293,0.0
0.6106638515126915,0.8306449023540591,1.0
0.9387592406223586,0.3096206679439589,1.0
0.38337239246324706,0.2565479663806104,0.0
0.45293502460402657,0.14612354176217224,0.0
0.9361728082194913,0.34282891546110883,1.0
0.48295515279620216,0.9829378251274079,1.0
0.1574301427352679,0.6891333722642456,1.0
0.12779144278515098,0.17994426363086014,1.0
0.48349930421146337,0.2794202234919082,0.0
0.19713584088384817,0.3591586732408246,1.0
0.04947172949260936,0.8839558329680377,1.0
0.05567806085330418,0.446915716163784,1.0
0.2579496193563532,0.8642842782117215,1.0
0.5130406784995989,0.15512166287952567,0.0
0.0164117131189212,0.5100064343278916,1.0
0.5998856876914926,0.7311088019408477,1.0
0.6855788879448663,0.5184790441596252,0.0
0.9243387499527327,0.8577765311968769,1.0
0.7148122897173946,0.04742295059849044,0.0
0.9799447496038031,0.6554183002401776,0.0
0.7760017051156888,0.567786576577523,0.0
0.4247026982457396,0.011354457267491624,1.0
0.007112078163869606,0.52066006809509,1.0
0.31745104907166244,0.9535424507492657,1.0
0.808272140076332,0.4431368337084113,0.0
0.05875708108413591,0.10103673363582277,0.0
0.4778830256325698,0.6160001979261628,0.0
